,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,id
4383,7.0,1936.0,198.0,27.0,0.0,,0.0,,1.0,0.0,1219.0,18.0,1.0,160.0,4.0,10.0,18.0,0.0,27.0,3155.0,85.0,,,,53.0,,,75.0,13.0,52.0,0.0,0.0,2988.0,,0.0,0.0,5.0,86.0,,12639.0,133.0,135.0,49.0,2.0,200.0,5.0,1.0,,,12.0,0.0,,49.0,18.0,0.0,0.0,46.0,25.0,147426.0,75.0,0.0,9232.0,577.0,1122.0,"(111.0, 146.0]","(500.0, 600.0]",33.0,46.0,976.0,6.0,0.0,0.0,54383
4384,8.0,302.0,50.0,10.0,0.0,18000.0,0.0,,1.0,31712.0,256.0,13.0,2.0,148.0,3.0,23.0,13.0,31712.0,17.0,558.0,78.0,5.0,,31.0,19.0,,34.0,100.0,1.0,77.0,0.0,22.0,477.0,2.0,0.0,0.0,1.0,25.0,,13696.0,47.0,16.0,18.0,0.0,76.0,5.0,1.0,75027.0,,40.0,0.0,3410.0,40.0,3.0,0.0,0.0,50.0,4.0,52453.0,25.0,0.0,3825.0,307.0,0.0,"(44.0, 63.0]",,10.0,94.0,744.0,6.0,0.0,0.0,54384
4385,8.0,1060.0,69.0,21.0,0.0,10000.0,0.0,,1.0,4046.0,795.0,13.0,2.0,159.0,4.0,13.0,13.0,4046.0,25.0,1855.0,92.0,49.0,,86.0,59.0,,76.0,90.0,11.0,214.0,0.0,18.0,1026.0,23.0,0.0,0.0,6.0,41.0,,23563.0,201.0,25.0,52.0,2.0,94.0,1.0,1.0,92000.0,6.0,25.0,0.0,5111.0,74.0,5.0,0.0,0.0,31.0,18.0,76296.0,25.0,0.0,2944.0,735.0,19752.0,"(63.0, 85.0]",,11.0,41.0,1072.0,6.0,0.0,0.0,54385
4386,4.0,725.0,88.0,11.0,1048576.0,10000.0,0.0,10000000000.0,1.0,11000.0,627.0,15.0,2.0,166.0,,14.0,15.0,9881.0,12.0,1352.0,88.0,25.0,1024000.0,0.0,11.0,116736.0,68.0,83.0,3.0,5.0,36156385.0,22.0,599.0,4.0,10000000000.0,6026064.0,3.0,24.0,36156385.0,11095.0,81.0,,18.0,2.0,349.0,2.0,2.0,154900.0,3.0,39.0,53601.0,7040.0,21.0,30.0,0.0,1666666666.0,116.0,3.0,181404.0,146.0,0.0,40649.0,167.0,7633.0,"(195.0, 287.0]","(100.0, 200.0]",14.0,134.0,75.0,6.0,128000.0,793258.0,54386
4387,10.0,396.0,4161.0,1.0,0.0,2994.0,0.0,,0.0,2851.0,161.0,9.0,3.0,140.0,3.0,13.0,9.0,2851.0,25.0,557.0,81.0,32.0,,72.0,8.0,,82.0,100.0,0.0,79.0,0.0,47.0,0.0,25.0,0.0,0.0,0.0,50.0,,15325.0,102.0,18.0,1.0,1.0,16.0,4.0,0.0,89958.0,,1.0,0.0,1914.0,35.0,329.0,0.0,0.0,85.0,0.0,35831.0,8.0,1.0,1375.0,535.0,3507.0,"(0.999, 11.0]",,693.0,64.0,1504.0,6.0,0.0,0.0,54387
4388,4.0,2349.0,102.0,6.0,0.0,,0.0,,6.0,0.0,2459.0,10.0,2.0,154.0,5.0,16.0,18.0,1945.0,6.0,4808.0,92.0,7.0,,0.0,20.0,,77.0,37.0,6.0,224.0,0.0,0.0,14767.0,7.0,0.0,0.0,6.0,251.0,,30970.0,231.0,80.0,6.0,2.0,35.0,1.0,6.0,,2.0,33.0,0.0,,6.0,6.0,1.0,0.0,52.0,6.0,267827.0,12.0,0.0,1834.0,340.0,364540.0,"(11.0, 26.0]","(300.0, 400.0]",17.0,55.0,64.0,6.0,0.0,0.0,54388
4389,,945.0,1727.0,6.0,0.0,3000.0,0.0,,1.0,16318.0,780.0,,0.0,,0.0,,,16318.0,6.0,1725.0,,,,,,,,26.0,3.0,,0.0,34.0,1575.0,,0.0,0.0,2.0,,,20286.0,,38.0,6.0,,263.0,4.0,1.0,121970.0,,57.0,0.0,3587.0,6.0,273.0,0.0,0.0,300.0,5.0,454920.0,118.0,0.0,79108.0,65.0,-897.0,"(111.0, 146.0]",,287.0,263.0,5.0,6.0,0.0,0.0,54389
4390,4.0,11.0,38.0,21.0,,3000.0,0.0,,5.0,1009.0,21.0,12.0,3.0,23.0,0.0,15.0,12.0,4338.0,21.0,32.0,16.0,52.0,,33.0,0.0,,29.0,100.0,16.0,6.0,,9.0,580.0,39.0,,,13.0,4.0,,4173.0,5.0,5.0,44.0,1.0,6.0,3.0,6.0,26000.0,5.0,34.0,,2888.0,45.0,13.0,1.0,,125.0,18.0,3584.0,2.0,0.0,753.0,875.0,793.0,"(0.999, 11.0]",,7.0,112.0,344.0,5.0,,,54390
4391,2.0,1912.0,1265.0,8.0,0.0,5000.0,0.0,,1.0,12028.0,2253.0,10.0,2.0,166.0,5.0,11.0,10.0,12028.0,11.0,4165.0,92.0,6.0,,31.0,107.0,,63.0,100.0,3.0,469.0,0.0,18.0,14368.0,0.0,0.0,0.0,2.0,92.0,,32134.0,249.0,75.0,11.0,2.0,410.0,4.0,1.0,169400.0,,10.0,0.0,9411.0,15.0,140.0,1.0,0.0,103.0,5.0,383126.0,195.0,0.0,42335.0,909.0,-26928.0,"(195.0, 287.0]",,210.0,91.0,6595.0,6.0,0.0,0.0,54391
4392,6.0,790.0,95.0,5.0,,10000.0,0.0,,1.0,0.0,420.0,13.0,2.0,149.0,4.0,9.0,10.0,7600.0,13.0,1210.0,85.0,4.0,,50.0,12.0,0.0,69.0,100.0,4.0,132.0,0.0,5.0,1569.0,1.0,,0.0,2.0,26.0,0.0,0.0,146.0,61.0,9.0,1.0,28.0,2.0,1.0,50000.0,6.0,5.0,0.0,10000.0,34.0,24.0,0.0,,143.0,4.0,168403.0,10.0,0.0,4015.0,612.0,17097.0,"(11.0, 26.0]",,19.0,139.0,492.0,5.0,0.0,,54392
4393,0.0,1611.0,31.0,9.0,0.0,2400.0,0.0,,2.0,5505.0,1276.0,6.0,3.0,164.0,4.0,13.0,6.0,5505.0,10.0,2887.0,91.0,8.0,,2.0,60.0,,73.0,100.0,7.0,146.0,0.0,25.0,1558.0,7.0,0.0,0.0,4.0,108.0,,15187.0,121.0,111.0,18.0,2.0,281.0,4.0,3.0,84701.0,,24.0,0.0,3388.0,23.0,4.0,0.0,0.0,61.0,8.0,169710.0,105.0,0.0,17265.0,283.0,-8622.0,"(146.0, 195.0]","(200.0, 300.0]",7.0,58.0,489.0,6.0,0.0,0.0,54393
4394,10.0,550.0,854.0,4.0,0.0,6.0,0.0,,1.0,23380.0,267.0,4.0,2.0,79.0,4.0,12.0,4.0,23380.0,14.0,818.0,18.0,,,,44.0,,69.0,100.0,2.0,77.0,0.0,88.0,8106.0,,0.0,0.0,2.0,23.0,,21186.0,131.0,66.0,7.0,1.0,200.0,2.0,2.0,123000.0,,21.0,0.0,1397.0,25.0,200.0,0.0,0.0,65.0,3.0,48035.0,76.0,0.0,13182.0,881.0,-6181.0,"(111.0, 146.0]",,284.0,58.0,4894.0,6.0,0.0,0.0,54394
4395,5.0,549.0,14.0,2.0,,0.0,0.0,,0.0,11030.0,730.0,4.0,2.0,165.0,4.0,9.0,4.0,9900.0,4.0,1279.0,92.0,6.0,,9.0,26.0,,89.0,44.0,1.0,72.0,,6.0,776.0,4.0,,,1.0,49.0,,11676.0,54.0,43.0,3.0,1.0,145.0,1.0,0.0,53185.0,5.0,23.0,,8864.0,5.0,,1.0,,35.0,2.0,51932.0,70.0,0.0,5168.0,295.0,14243.0,"(63.0, 85.0]","(200.0, 300.0]",2.0,40.0,115.0,5.0,,,54395
4396,2.0,982.0,91.0,2.0,,5000.0,0.0,,0.0,14800.0,950.0,23.0,2.0,180.0,4.0,20.0,23.0,14800.0,2.0,1932.0,91.0,,,,45.0,,55.0,100.0,0.0,106.0,,13.0,787.0,,,,0.0,52.0,,15388.0,80.0,54.0,3.0,3.0,353.0,4.0,0.0,87000.0,,31.0,,6692.0,3.0,22.0,0.0,,44.0,2.0,99209.0,140.0,0.0,15774.0,711.0,1875.0,"(195.0, 287.0]",,15.0,51.0,49.0,5.0,,,54396
4397,10.0,1790.0,25.0,11.0,0.0,6000.0,0.0,,3.0,10162.0,901.0,6.0,3.0,178.0,5.0,13.0,6.0,10162.0,13.0,2691.0,91.0,9.0,,37.0,83.0,,82.0,73.0,3.0,138.0,0.0,14.0,12870.0,8.0,0.0,0.0,3.0,128.0,,13333.0,142.0,154.0,15.0,2.0,371.0,2.0,3.0,76100.0,6.0,15.0,0.0,5435.0,17.0,1.0,0.0,0.0,74.0,10.0,210366.0,103.0,0.0,27487.0,830.0,-1010.0,"(195.0, 287.0]",,4.0,78.0,655.0,6.0,0.0,0.0,54397
4398,,1650.0,157.0,12.0,0.0,10000.0,0.0,,0.0,0.0,1287.0,18.0,1.0,150.0,4.0,,18.0,0.0,12.0,2937.0,88.0,,,,1.0,,,57.0,6.0,,0.0,31.0,7732.0,,0.0,0.0,2.0,65.0,,23283.0,152.0,49.0,16.0,1.0,5.0,4.0,0.0,153000.0,,5.0,0.0,4935.0,16.0,2.0,0.0,0.0,109.0,12.0,382897.0,4.0,4.0,547.0,57.0,3926.0,"(0.999, 11.0]",,31.0,130.0,451.0,6.0,0.0,0.0,54398
4399,8.0,378.0,2825.0,3.0,0.0,9980.0,0.0,,1.0,0.0,442.0,28.0,2.0,143.0,4.0,9.0,28.0,0.0,3.0,820.0,89.0,4.0,,0.0,4.0,,66.0,100.0,2.0,45.0,0.0,14.0,2563.0,4.0,0.0,0.0,1.0,37.0,,9058.0,56.0,85.0,5.0,1.0,7.0,4.0,1.0,70000.0,,77.0,0.0,5000.0,7.0,57.0,1.0,0.0,69.0,2.0,118348.0,3.0,0.0,488.0,116.0,18374.0,"(0.999, 11.0]","(100.0, 200.0]",470.0,144.0,10.0,6.0,0.0,0.0,54399
4400,6.0,768.0,522.0,11.0,0.0,3000.0,0.0,,1.0,8000.0,511.0,4.0,2.0,146.0,3.0,9.0,4.0,8000.0,11.0,1279.0,85.0,16.0,,0.0,6.0,,48.0,77.0,6.0,27.0,0.0,16.0,625.0,10.0,0.0,0.0,6.0,43.0,,8555.0,45.0,18.0,14.0,1.0,69.0,1.0,1.0,113000.0,6.0,58.0,0.0,7062.0,14.0,123.0,0.0,0.0,70.0,11.0,60311.0,31.0,0.0,4898.0,47.0,3112.0,"(26.0, 44.0]",,87.0,47.0,6.0,6.0,0.0,0.0,54400
4401,2.0,3680.0,547.0,7.0,0.0,10000.0,0.0,,1.0,0.0,2716.0,18.0,0.0,174.0,5.0,10.0,18.0,0.0,10.0,6396.0,91.0,,,,114.0,,74.0,10.0,3.0,296.0,0.0,20.0,2015.0,,0.0,0.0,2.0,312.0,,30093.0,250.0,136.0,7.0,3.0,864.0,2.0,1.0,210800.0,,8.0,0.0,10540.0,11.0,64.0,0.0,0.0,93.0,6.0,629420.0,299.0,0.0,80449.0,625.0,9177.0,"(287.0, 1614.0]",,91.0,98.0,7134.0,6.0,0.0,0.0,54401
4402,4.0,146.0,44.0,16.0,,5000.0,0.0,,2.0,10500.0,144.0,16.0,3.0,55.0,5.0,7.0,16.0,17300.0,17.0,80.0,37.0,10.0,,2.0,10.0,,37.0,100.0,7.0,30.0,,12.0,821.0,5.0,,,3.0,13.0,,10950.0,57.0,77.0,31.0,0.0,,3.0,3.0,84000.0,19.0,16.0,,7000.0,33.0,37.0,0.0,,,9.0,27436.0,86.0,0.0,17561.0,832.0,3538.0,"(85.0, 111.0]",,14.0,342.0,387.0,5.0,,,54402
4403,,1452.0,2536.0,1.0,,7600.0,0.0,,0.0,12590.0,3353.0,,0.0,,5.0,,,19500.0,4.0,5765.0,,,,,,,,10.0,0.0,,,21.0,668.0,,,,0.0,,,12590.0,,43.0,1.0,,999.0,2.0,0.0,147550.0,,5.0,,7026.0,4.0,435.0,2.0,,63.0,0.0,327330.0,731.0,2.0,63494.0,386.0,47179.0,"(195.0, 287.0]","(300.0, 400.0]",422.0,56.0,91.0,5.0,,,54403
4404,8.0,520.0,82.0,6.0,0.0,2994.0,0.0,,1.0,10190.0,541.0,27.0,2.0,165.0,5.0,12.0,27.0,10190.0,8.0,1061.0,87.0,17.0,,31.0,13.0,,50.0,100.0,4.0,97.0,0.0,32.0,9066.0,17.0,0.0,0.0,3.0,53.0,,19508.0,83.0,46.0,6.0,2.0,149.0,4.0,1.0,105000.0,,12.0,0.0,3281.0,8.0,11.0,1.0,0.0,53.0,6.0,101557.0,59.0,0.0,8016.0,974.0,-12035.0,"(85.0, 111.0]",,13.0,95.0,225.0,6.0,0.0,0.0,54404
4405,3.0,1144.0,273.0,16.0,0.0,2000.0,0.0,,3.0,34614.0,1564.0,11.0,2.0,159.0,5.0,,11.0,34619.0,19.0,2708.0,92.0,,,,37.0,,,100.0,6.0,,0.0,4.0,19655.0,,0.0,0.0,4.0,47.0,,40836.0,59.0,37.0,48.0,2.0,362.0,5.0,4.0,8000.0,,26.0,0.0,2000.0,64.0,201.0,1.0,0.0,51.0,10.0,175880.0,163.0,0.0,18648.0,230.0,-11344.0,"(195.0, 287.0]","(200.0, 300.0]",45.0,64.0,54.0,6.0,0.0,0.0,54405
4406,1.0,443.0,44.0,20.0,,5000.0,0.0,,10.0,0.0,406.0,27.0,1.0,170.0,0.0,14.0,27.0,,20.0,849.0,89.0,,,,13.0,,,72.0,14.0,7.0,,9.0,702.0,,,,12.0,21.0,,0.0,29.0,8.0,23.0,2.0,157.0,5.0,10.0,39000.0,,45.0,,4333.0,23.0,3.0,0.0,,71.0,15.0,57759.0,64.0,0.0,11299.0,85.0,3930.0,"(85.0, 111.0]",,7.0,68.0,7.0,5.0,,,54406
4407,6.0,688.0,54.0,9.0,0.0,10000.0,0.0,,1.0,12530.0,721.0,15.0,3.0,174.0,4.0,15.0,11.0,12530.0,10.0,1409.0,89.0,7.0,,24.0,42.0,,82.0,98.0,5.0,161.0,0.0,8.0,5517.0,4.0,0.0,0.0,4.0,60.0,,14397.0,93.0,49.0,17.0,1.0,223.0,3.0,2.0,95000.0,13.0,27.0,0.0,11875.0,19.0,13.0,1.0,0.0,64.0,7.0,114712.0,99.0,0.0,14353.0,329.0,5794.0,"(111.0, 146.0]","(300.0, 400.0]",9.0,81.0,741.0,6.0,0.0,0.0,54407
4408,8.0,1851.0,117.0,3.0,,5000.0,0.0,,0.0,10756.0,1686.0,28.0,0.0,173.0,5.0,17.0,28.0,17085.0,3.0,3537.0,92.0,,,,63.0,,51.0,28.0,1.0,44.0,,38.0,651.0,,,,0.0,137.0,,9127.0,87.0,60.0,3.0,4.0,383.0,5.0,0.0,163600.0,,17.0,,4305.0,3.0,26.0,0.0,,55.0,3.0,200292.0,174.0,0.0,21153.0,58.0,-10246.0,"(195.0, 287.0]",,19.0,56.0,30.0,5.0,,,54408
4409,3.0,287.0,29.0,1.0,,5000.0,0.0,,1.0,5010.0,143.0,6.0,2.0,130.0,,8.0,0.0,0.0,1.0,430.0,74.0,,,,5.0,,72.0,100.0,1.0,52.0,,7.0,700.0,,,,1.0,59.0,,5050.0,47.0,13.0,1.0,0.0,5.0,4.0,1.0,26000.0,,58.0,,3714.0,1.0,2.0,0.0,,151.0,1.0,30257.0,0.0,0.0,755.0,330.0,3649.0,"(0.999, 11.0]","(300.0, 400.0]",5.0,70.0,453.0,5.0,,,54409
4410,7.0,1207.0,778.0,21.0,0.0,3000.0,0.0,,0.0,23800.0,614.0,12.0,3.0,131.0,4.0,8.0,12.0,23800.0,27.0,1821.0,67.0,25.0,,39.0,0.0,,26.0,100.0,6.0,114.0,0.0,15.0,1515.0,6.0,0.0,0.0,1.0,46.0,,24233.0,161.0,47.0,38.0,0.0,3.0,3.0,0.0,141000.0,0.0,1.0,0.0,9400.0,54.0,26.0,0.0,0.0,63.0,15.0,120888.0,,,190.0,354.0,0.0,,"(300.0, 400.0]",111.0,66.0,479.0,6.0,0.0,0.0,54410
4411,6.0,534.0,465.0,9.0,0.0,5000.0,0.0,,0.0,8213.0,1025.0,11.0,2.0,166.0,4.0,9.0,15.0,8213.0,9.0,1559.0,88.0,7.0,,10.0,15.0,,43.0,100.0,5.0,60.0,0.0,58.0,4684.0,5.0,0.0,0.0,0.0,21.0,,19838.0,52.0,18.0,10.0,1.0,88.0,7.0,0.0,121000.0,,34.0,0.0,2086.0,12.0,33.0,1.0,0.0,73.0,6.0,173921.0,49.0,1.0,6426.0,379.0,-760.0,"(26.0, 44.0]",,77.0,111.0,173.0,6.0,0.0,0.0,54411
4412,7.0,198.0,3181.0,14.0,0.0,10.0,0.0,,0.0,2198.0,159.0,23.0,2.0,112.0,1.0,19.0,9.0,2198.0,14.0,357.0,58.0,19.0,,0.0,7.0,,41.0,100.0,5.0,29.0,0.0,10.0,0.0,19.0,0.0,0.0,2.0,26.0,,5587.0,30.0,11.0,20.0,1.0,22.0,4.0,0.0,30000.0,,48.0,0.0,3000.0,20.0,462.0,0.0,0.0,41.0,14.0,30064.0,7.0,0.0,903.0,53.0,3363.0,"(11.0, 26.0]",,530.0,84.0,255.0,6.0,0.0,0.0,54412
4413,4.0,1199.0,278.0,,0.0,2000.0,,,,18220.0,829.0,15.0,2.0,180.0,3.0,,15.0,18437.0,,2028.0,90.0,,,,35.0,,,100.0,,,0.0,43.0,591.0,,0.0,0.0,,71.0,,18036.0,51.0,9.0,,3.0,373.0,7.0,,96000.0,,,0.0,2232.0,,80.0,0.0,0.0,82.0,,212821.0,193.0,1.0,30826.0,,-5014.0,"(146.0, 195.0]",,46.0,104.0,,6.0,0.0,0.0,54413
4414,10.0,966.0,7653.0,20.0,0.0,5000.0,0.0,,3.0,12170.0,519.0,10.0,2.0,165.0,4.0,14.0,9.0,12170.0,23.0,1485.0,91.0,67.0,,205.0,40.0,,100.0,100.0,11.0,303.0,0.0,33.0,1008.0,33.0,0.0,0.0,5.0,106.0,,22938.0,287.0,51.0,54.0,2.0,172.0,2.0,4.0,151000.0,22.0,8.0,0.0,4575.0,60.0,987.0,0.0,0.0,33.0,17.0,68299.0,51.0,0.0,5694.0,626.0,14465.0,"(111.0, 146.0]",,1275.0,45.0,857.0,6.0,0.0,0.0,54414
4415,11.0,514.0,162.0,12.0,0.0,20000.0,0.0,,0.0,25915.0,621.0,12.0,3.0,164.0,4.0,12.0,12.0,25915.0,14.0,1135.0,82.0,18.0,,0.0,22.0,,46.0,97.0,3.0,46.0,0.0,10.0,1517.0,12.0,0.0,0.0,0.0,58.0,,26244.0,75.0,67.0,21.0,2.0,189.0,2.0,0.0,152000.0,10.0,21.0,0.0,15200.0,24.0,38.0,1.0,0.0,44.0,10.0,49095.0,84.0,0.0,8497.0,213.0,417.0,"(85.0, 111.0]","(200.0, 300.0]",27.0,43.0,3064.0,6.0,0.0,0.0,54415
4416,1.0,1005.0,501.0,17.0,0.0,,0.0,,2.0,0.0,1626.0,18.0,0.0,173.0,4.0,11.0,18.0,9502.0,19.0,2631.0,90.0,,,,29.0,,,16.0,8.0,5.0,0.0,0.0,205.0,,0.0,0.0,4.0,9.0,,18948.0,46.0,29.0,23.0,1.0,184.0,3.0,3.0,,,36.0,0.0,,28.0,30.0,1.0,0.0,143.0,16.0,232323.0,118.0,1.0,26427.0,134.0,-9502.0,"(63.0, 85.0]","(100.0, 200.0]",83.0,88.0,33.0,6.0,0.0,0.0,54416
4417,11.0,980.0,2431.0,5.0,0.0,10000.0,0.0,,5.0,7557.0,1577.0,28.0,3.0,171.0,4.0,17.0,28.0,7557.0,5.0,2557.0,91.0,1.0,,0.0,37.0,,40.0,66.0,5.0,42.0,0.0,16.0,2170.0,1.0,0.0,0.0,5.0,77.0,,11616.0,62.0,128.0,6.0,2.0,214.0,1.0,5.0,70000.0,9.0,60.0,0.0,4375.0,6.0,267.0,1.0,0.0,73.0,5.0,187316.0,133.0,1.0,15647.0,22.0,1183.0,"(63.0, 85.0]",,405.0,73.0,19.0,6.0,0.0,0.0,54417
4418,7.0,762.0,1731.0,12.0,0.0,10000.0,0.0,,4.0,8780.0,877.0,22.0,2.0,167.0,5.0,16.0,22.0,8780.0,13.0,1639.0,90.0,13.0,,10.0,17.0,,34.0,100.0,6.0,24.0,0.0,20.0,14069.0,8.0,0.0,0.0,4.0,30.0,,13671.0,38.0,43.0,18.0,2.0,131.0,5.0,6.0,81000.0,,38.0,0.0,4050.0,20.0,247.0,1.0,0.0,102.0,10.0,119442.0,38.0,0.0,13376.0,488.0,0.0,"(85.0, 111.0]","(400.0, 500.0]",288.0,72.0,95.0,6.0,0.0,0.0,54418
4419,2.0,1835.0,85.0,0.0,0.0,5000.0,0.0,,0.0,6040.0,697.0,0.0,3.0,170.0,3.0,11.0,0.0,6040.0,0.0,2592.0,92.0,93.0,,218.0,85.0,,74.0,100.0,0.0,361.0,0.0,30.0,952.0,53.0,0.0,0.0,0.0,277.0,,7601.0,368.0,168.0,0.0,3.0,411.0,3.0,0.0,147440.0,22.0,79.0,0.0,4914.0,0.0,14.0,0.0,0.0,40.0,0.0,155846.0,91.0,0.0,16506.0,228.0,628.0,"(287.0, 1614.0]",,14.0,60.0,4.0,6.0,0.0,0.0,54419
4420,3.0,560.0,154.0,32.0,0.0,5000.0,0.0,,15.0,0.0,554.0,18.0,3.0,173.0,3.0,,18.0,0.0,32.0,1114.0,92.0,,,,36.0,,,100.0,27.0,,0.0,24.0,1114.0,,0.0,0.0,21.0,51.0,,9780.0,54.0,56.0,71.0,1.0,184.0,6.0,24.0,87000.0,,45.0,0.0,3625.0,71.0,75.0,0.0,0.0,37.0,32.0,47831.0,83.0,0.0,6939.0,62.0,1334.0,"(85.0, 111.0]",,25.0,42.0,40.0,6.0,0.0,0.0,54420
4421,4.0,1190.0,692.0,11.0,0.0,5000.0,0.0,,0.0,21662.0,942.0,18.0,2.0,164.0,5.0,10.0,18.0,0.0,20.0,2132.0,83.0,,,,39.0,,58.0,100.0,0.0,159.0,0.0,6.0,2111.0,,0.0,0.0,0.0,129.0,,24770.0,205.0,103.0,17.0,1.0,146.0,3.0,0.0,30000.0,,1.0,0.0,5000.0,34.0,71.0,0.0,0.0,95.0,3.0,337962.0,73.0,1.0,13913.0,1009.0,49065.0,"(63.0, 85.0]",,115.0,158.0,2436.0,5.0,0.0,0.0,54421
4422,1.0,487.0,76.0,5.0,0.0,3000.0,0.0,,0.0,0.0,403.0,18.0,2.0,162.0,3.0,13.0,18.0,0.0,6.0,890.0,87.0,9.0,,7.0,20.0,,73.0,100.0,1.0,66.0,0.0,26.0,4155.0,6.0,0.0,0.0,0.0,23.0,,14831.0,56.0,88.0,8.0,1.0,70.0,4.0,0.0,65000.0,4.0,37.0,0.0,2500.0,11.0,10.0,0.0,0.0,68.0,3.0,67300.0,15.0,0.0,4764.0,316.0,1615.0,"(44.0, 63.0]","(300.0, 400.0]",12.0,75.0,26.0,6.0,0.0,0.0,54422
4423,3.0,1739.0,335.0,7.0,0.0,10000.0,0.0,,1.0,14232.0,1672.0,9.0,2.0,164.0,,18.0,9.0,14232.0,9.0,3411.0,91.0,,,,84.0,,66.0,100.0,2.0,163.0,0.0,28.0,4776.0,,0.0,0.0,1.0,110.0,,34129.0,148.0,,12.0,3.0,367.0,3.0,1.0,240686.0,,10.0,0.0,8595.0,22.0,46.0,0.0,0.0,80.0,5.0,227388.0,154.0,0.0,29696.0,892.0,-12160.0,"(195.0, 287.0]",,55.0,66.0,2451.0,6.0,0.0,0.0,54423
4424,10.0,533.0,38.0,14.0,0.0,5000.0,0.0,,1.0,5880.0,252.0,0.0,0.0,131.0,3.0,10.0,0.0,5880.0,19.0,785.0,68.0,,,,17.0,,,31.0,2.0,93.0,0.0,11.0,2118.0,,0.0,0.0,1.0,39.0,,9755.0,84.0,180.0,22.0,0.0,249.0,4.0,1.0,59000.0,,43.0,0.0,5363.0,34.0,13.0,0.0,0.0,136.0,9.0,106111.0,92.0,0.0,33918.0,243.0,1040.0,"(146.0, 195.0]","(200.0, 300.0]",7.0,135.0,242.0,6.0,0.0,0.0,54424
4425,3.0,411.0,14.0,23.0,0.0,,0.0,,5.0,2276.0,182.0,14.0,0.0,125.0,,,14.0,3095.0,23.0,593.0,75.0,,,,6.0,,,66.0,17.0,,0.0,0.0,0.0,,0.0,0.0,14.0,29.0,,2867.0,70.0,14.0,58.0,2.0,149.0,7.0,9.0,,,48.0,0.0,,58.0,1.0,0.0,0.0,65.0,20.0,44389.0,33.0,0.0,9789.0,90.0,2405.0,"(111.0, 146.0]",,2.0,74.0,78.0,6.0,0.0,0.0,54425
4426,4.0,1149.0,68.0,,,5000.0,,,,0.0,1395.0,20.0,2.0,168.0,4.0,,20.0,11000.0,,2544.0,92.0,,,,60.0,,,84.0,,,,45.0,648.0,,,,,96.0,,0.0,90.0,23.0,,2.0,340.0,4.0,,116000.0,,,,2577.0,,16.0,1.0,,50.0,,164848.0,162.0,0.0,17030.0,,1685.0,"(146.0, 195.0]",,11.0,64.0,,5.0,,,54426
4427,6.0,1029.0,2019.0,31.0,0.0,,0.0,,7.0,4910.0,699.0,14.0,2.0,125.0,,11.0,14.0,4910.0,31.0,1728.0,87.0,42.0,,53.0,30.0,,60.0,100.0,21.0,33.0,0.0,0.0,,24.0,0.0,0.0,16.0,48.0,,8860.0,154.0,4.0,47.0,1.0,122.0,6.0,9.0,,1.0,1.0,0.0,,47.0,295.0,0.0,0.0,52.0,29.0,97166.0,43.0,0.0,6385.0,551.0,538.0,"(63.0, 85.0]",,403.0,56.0,214.0,5.0,0.0,0.0,54427
4428,,2913.0,618.0,,0.0,2994.0,,,,38955.0,3320.0,19.0,3.0,176.0,5.0,,19.0,36571.0,,6233.0,92.0,,,,67.0,,,100.0,,,0.0,74.0,5833.0,,0.0,0.0,,146.0,,47684.0,84.0,59.0,,6.0,664.0,7.0,,286000.0,,,0.0,3864.0,,97.0,1.0,0.0,46.0,,285376.0,331.0,0.0,30960.0,,-2894.0,"(287.0, 1614.0]",,103.0,45.0,,6.0,0.0,0.0,54428
4429,6.0,1449.0,90.0,13.0,0.0,10000.0,0.0,4194304.0,2.0,23894.0,1937.0,10.0,3.0,167.0,,18.0,10.0,,17.0,3386.0,92.0,6.0,,5.0,56.0,,70.0,100.0,6.0,112.0,7154718.0,36.0,13818.0,5.0,4194304.0,4446958.0,4.0,106.0,4284518.0,25069.0,106.0,,34.0,2.0,289.0,4.0,2.0,245000.0,9.0,17.0,0.0,6805.0,51.0,17.0,1.0,4194304.0,50.0,12.0,168646.0,170.0,1.0,14582.0,833.0,,"(111.0, 146.0]",,15.0,49.0,1388.0,6.0,0.0,0.0,54429
4430,5.0,431.0,93.0,31.0,1024.0,5000.0,0.0,500.0,4.0,13260.0,223.0,4.0,1.0,162.0,3.0,,4.0,13260.0,33.0,654.0,88.0,,1024.0,,25.0,0.0,,65.0,17.0,,5460.0,53.0,2272.0,,30000.0,2402.0,4.0,68.0,42.0,13789.0,65.0,53.0,64.0,2.0,96.0,4.0,6.0,138900.0,,24.0,494.0,2620.0,80.0,7.0,0.0,20166.0,42.0,28.0,26952.0,29.0,0.0,4077.0,443.0,226.0,"(63.0, 85.0]","(400.0, 500.0]",15.0,41.0,145.0,6.0,2048.0,1024.0,54430
